review_text,review_rating,brand_name,product_title,cleaned_text,tokens,tokens_no_stopwords,lemmatized_tokens,processed_text
It’s the worst. The texture is like clay. It smells ridiculous. Comes off in parts and feels like clay on your hand.,1.0,Maybelline New York,Maybelline New York Color Sensational Satin Lipstick,it s the worst the texture is like clay it smells ridiculous comes off in parts and feels like clay on your hand,"['it', 's', 'the', 'worst', 'the', 'texture', 'is', 'like', 'clay', 'it', 'smells', 'ridiculous', 'comes', 'off', 'in', 'parts', 'and', 'feels', 'like', 'clay', 'on', 'your', 'hand']","['worst', 'texture', 'like', 'clay', 'smells', 'ridiculous', 'comes', 'parts', 'feels', 'like', 'clay', 'hand']","['worst', 'texture', 'like', 'clay', 'smell', 'ridiculous', 'come', 'part', 'feel', 'like', 'clay', 'hand']",worst texture like clay smell ridiculous come part feel like clay hand
Brought it from pink Friday sale for Rs 540/-.,5.0,Maybelline New York,Maybelline New York Face Studio Master Contour Palette,brought it from pink friday sale for rs,"['brought', 'it', 'from', 'pink', 'friday', 'sale', 'for', 'rs']","['brought', 'pink', 'friday', 'sale', 'rs']","['brought', 'pink', 'friday', 'sale', 'r']",brought pink friday sale r
This is a bright and happy shade that will help your face pop. The lipstick lasts very long and does not budge even after a meal.,4.0,L'Oreal Paris,L'Oreal Paris Infallible Le Rouge Lipstick,this is a bright and happy shade that will help your face pop the lipstick lasts very long and does not budge even after a meal,"['this', 'is', 'a', 'bright', 'and', 'happy', 'shade', 'that', 'will', 'help', 'your', 'face', 'pop', 'the', 'lipstick', 'lasts', 'very', 'long', 'and', 'does', 'not', 'budge', 'even', 'after', 'a', 'meal']","['bright', 'happy', 'shade', 'help', 'face', 'pop', 'lipstick', 'lasts', 'long', 'budge', 'even', 'meal']","['bright', 'happy', 'shade', 'help', 'face', 'pop', 'lipstick', 'last', 'long', 'budge', 'even', 'meal']",bright happy shade help face pop lipstick last long budge even meal
Great color goes with my skin tone. Only problem with this lipstick is that cardboard cap,5.0,Nykaa Cosmetics,Masaba By Nykaa Lipstick,great color goes with my skin tone only problem with this lipstick is that cardboard cap,"['great', 'color', 'goes', 'with', 'my', 'skin', 'tone', 'only', 'problem', 'with', 'this', 'lipstick', 'is', 'that', 'cardboard', 'cap']","['great', 'color', 'goes', 'skin', 'tone', 'problem', 'lipstick', 'cardboard', 'cap']","['great', 'color', 'go', 'skin', 'tone', 'problem', 'lipstick', 'cardboard', 'cap']",great color go skin tone problem lipstick cardboard cap
Best highliter I have ever used,5.0,Nykaa Cosmetics,Nykaa Strobe & Glow Liquid Highlighter,best highliter i have ever used,"['best', 'highliter', 'i', 'have', 'ever', 'used']","['best', 'highliter', 'ever', 'used']","['best', 'highliter', 'ever', 'used']",best highliter ever used
Just fell in love with my new look just go for it… Shade: 634 caramel brown,5.0,L'Oreal Paris,L'Oreal Paris Casting Creme Gloss Ultra Visible Conditioning Hair Color,just fell in love with my new look just go for it shade caramel brown,"['just', 'fell', 'in', 'love', 'with', 'my', 'new', 'look', 'just', 'go', 'for', 'it', 'shade', 'caramel', 'brown']","['fell', 'love', 'new', 'look', 'go', 'shade', 'caramel', 'brown']","['fell', 'love', 'new', 'look', 'go', 'shade', 'caramel', 'brown']",fell love new look go shade caramel brown
Awesome,4.0,Nykaa Cosmetics,Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow,awesome,['awesome'],['awesome'],['awesome'],awesome
"I bought mystic woods and it is so perfect, even for my skin. it's waterproof as well as sweatproof and also, it doesn't require too much harsh makeup remover to leave your eyelids. it's easy to apply and it's easy to remove. what else can one ask for!",5.0,Nykaa Cosmetics,Nykaa GLAMOReyes Coloured Liquid Eyeliner - 05 Dragon's Heart,i bought mystic woods and it is so perfect even for my skin it s waterproof as well as sweatproof and also it doesn t require too much harsh makeup remover to leave your eyelids it s easy to apply and it s easy to remove what else can one ask for,"['i', 'bought', 'mystic', 'woods', 'and', 'it', 'is', 'so', 'perfect', 'even', 'for', 'my', 'skin', 'it', 's', 'waterproof', 'as', 'well', 'as', 'sweatproof', 'and', 'also', 'it', 'doesn', 't', 'require', 'too', 'much', 'harsh', 'makeup', 'remover', 'to', 'leave', 'your', 'eyelids', 'it', 's', 'easy', 'to', 'apply', 'and', 'it', 's', 'easy', 'to', 'remove', 'what', 'else', 'can', 'one', 'ask', 'for']","['bought', 'mystic', 'woods', 'perfect', 'even', 'skin', 'waterproof', 'well', 'sweatproof', 'also', 'require', 'much', 'harsh', 'makeup', 'remover', 'leave', 'eyelids', 'easy', 'apply', 'easy', 'remove', 'else', 'one', 'ask']","['bought', 'mystic', 'wood', 'perfect', 'even', 'skin', 'waterproof', 'well', 'sweatproof', 'also', 'require', 'much', 'harsh', 'makeup', 'remover', 'leave', 'eyelid', 'easy', 'apply', 'easy', 'remove', 'else', 'one', 'ask']",bought mystic wood perfect even skin waterproof well sweatproof also require much harsh makeup remover leave eyelid easy apply easy remove else one ask
I've purchased this conditioner along with its shampoo. I always prefer to use conditioner to make my hair soft and manageable. I have used it after shampoo and it's really good.,5.0,Herbal Essences,Herbal Essences Aloe & Bamboo Conditioner Soft Smooth Hair- No- Sulphates and Paraben(400gm),i ve purchased this conditioner along with its shampoo i always prefer to use conditioner to make my hair soft and manageable i have used it after shampoo and it s really good,"['i', 've', 'purchased', 'this', 'conditioner', 'along', 'with', 'its', 'shampoo', 'i', 'always', 'prefer', 'to', 'use', 'conditioner', 'to', 'make', 'my', 'hair', 'soft', 'and', 'manageable', 'i', 'have', 'used', 'it', 'after', 'shampoo', 'and', 'it', 's', 'really', 'good']","['purchased', 'conditioner', 'along', 'shampoo', 'always', 'prefer', 'use', 'conditioner', 'make', 'hair', 'soft', 'manageable', 'used', 'shampoo', 'really', 'good']","['purchased', 'conditioner', 'along', 'shampoo', 'always', 'prefer', 'use', 'conditioner', 'make', 'hair', 'soft', 'manageable', 'used', 'shampoo', 'really', 'good']",purchased conditioner along shampoo always prefer use conditioner make hair soft manageable used shampoo really good
Got the right and perf coutour finally♥️😍,5.0,Kay Beauty,Kay Beauty Contour Stick,got the right and perf coutour finally,"['got', 'the', 'right', 'and', 'perf', 'coutour', 'finally']","['got', 'right', 'perf', 'coutour', 'finally']","['got', 'right', 'perf', 'coutour', 'finally']",got right perf coutour finally
"Eyeliner is very good..easy to apply, lighweight and 2 to 3 hours stay..its not waterproof",3.0,Nykaa Cosmetics,Nykaa Get Winged! Sketch Eyeliner Pen - Black Swan 01,eyeliner is very good easy to apply lighweight and to hours stay its not waterproof,"['eyeliner', 'is', 'very', 'good', 'easy', 'to', 'apply', 'lighweight', 'and', 'to', 'hours', 'stay', 'its', 'not', 'waterproof']","['eyeliner', 'good', 'easy', 'apply', 'lighweight', 'hours', 'stay', 'waterproof']","['eyeliner', 'good', 'easy', 'apply', 'lighweight', 'hour', 'stay', 'waterproof']",eyeliner good easy apply lighweight hour stay waterproof
In love with it. Thanks Nykaa for the authentic products,5.0,Kay Beauty,Kay Beauty Illuminating Highlighter,in love with it thanks nykaa for the authentic products,"['in', 'love', 'with', 'it', 'thanks', 'nykaa', 'for', 'the', 'authentic', 'products']","['love', 'thanks', 'nykaa', 'authentic', 'products']","['love', 'thanks', 'nykaa', 'authentic', 'product']",love thanks nykaa authentic product
"the product works great and changes the look,it has got that amazing color which is funky and playful.it serves the purpose of making the lips look bold,vibrant and classy.I really liked the texture of the product.worked well for me:)",5.0,NYX Professional Makeup,NYX Professional Makeup Liquid Suede Cream Lipstick,the product works great and changes the look it has got that amazing color which is funky and playful it serves the purpose of making the lips look bold vibrant and classy i really liked the texture of the product worked well for me,"['the', 'product', 'works', 'great', 'and', 'changes', 'the', 'look', 'it', 'has', 'got', 'that', 'amazing', 'color', 'which', 'is', 'funky', 'and', 'playful', 'it', 'serves', 'the', 'purpose', 'of', 'making', 'the', 'lips', 'look', 'bold', 'vibrant', 'and', 'classy', 'i', 'really', 'liked', 'the', 'texture', 'of', 'the', 'product', 'worked', 'well', 'for', 'me']","['product', 'works', 'great', 'changes', 'look', 'got', 'amazing', 'color', 'funky', 'playful', 'serves', 'purpose', 'making', 'lips', 'look', 'bold', 'vibrant', 'classy', 'really', 'liked', 'texture', 'product', 'worked', 'well']","['product', 'work', 'great', 'change', 'look', 'got', 'amazing', 'color', 'funky', 'playful', 'serf', 'purpose', 'making', 'lip', 'look', 'bold', 'vibrant', 'classy', 'really', 'liked', 'texture', 'product', 'worked', 'well']",product work great change look got amazing color funky playful serf purpose making lip look bold vibrant classy really liked texture product worked well
"I m pcod women with loads of cystic acne issue. I m using this product to save acne from makeup product so that it won't get exaggerated due to harmful chemicals.not best but not bad , atleast its doing what i expect from it. Please increase the size of product (in no.) .",3.0,Nykaa Naturals,Nykaa Skin Secrets Tea Tree & Salicylic Acid Spot Patch,i m pcod women with loads of cystic acne issue i m using this product to save acne from makeup product so that it won t get exaggerated due to harmful chemicals not best but not bad atleast its doing what i expect from it please increase the size of product in no,"['i', 'm', 'pcod', 'women', 'with', 'loads', 'of', 'cystic', 'acne', 'issue', 'i', 'm', 'using', 'this', 'product', 'to', 'save', 'acne', 'from', 'makeup', 'product', 'so', 'that', 'it', 'won', 't', 'get', 'exaggerated', 'due', 'to', 'harmful', 'chemicals', 'not', 'best', 'but', 'not', 'bad', 'atleast', 'its', 'doing', 'what', 'i', 'expect', 'from', 'it', 'please', 'increase', 'the', 'size', 'of', 'product', 'in', 'no']","['pcod', 'women', 'loads', 'cystic', 'acne', 'issue', 'using', 'product', 'save', 'acne', 'makeup', 'product', 'get', 'exaggerated', 'due', 'harmful', 'chemicals', 'best', 'bad', 'atleast', 'expect', 'please', 'increase', 'size', 'product']","['pcod', 'woman', 'load', 'cystic', 'acne', 'issue', 'using', 'product', 'save', 'acne', 'makeup', 'product', 'get', 'exaggerated', 'due', 'harmful', 'chemical', 'best', 'bad', 'atleast', 'expect', 'please', 'increase', 'size', 'product']",pcod woman load cystic acne issue using product save acne makeup product get exaggerated due harmful chemical best bad atleast expect please increase size product
Easy to use,5.0,Maybelline New York,Maybelline New York The Colossal Liner - Black,easy to use,"['easy', 'to', 'use']","['easy', 'use']","['easy', 'use']",easy use
"Very good product. Colour was very good, I kept it for 1hr.",5.0,L'Oreal Paris,L'Oreal Paris Excellence Fashion Highlights Hair Color,very good product colour was very good i kept it for hr,"['very', 'good', 'product', 'colour', 'was', 'very', 'good', 'i', 'kept', 'it', 'for', 'hr']","['good', 'product', 'colour', 'good', 'kept', 'hr']","['good', 'product', 'colour', 'good', 'kept', 'hr']",good product colour good kept hr
"I always adore the Maybelline products once again i have fallen in love with Maybelline .Maybelline blushed nudes eye palette is soo awesome and best product for beginners too,the brush they gave with palette is so good using that brush we can easily blend the shadows. Totally impressed with this product. Thank you Maybelline for your products in affordable prices.",5.0,Maybelline New York,Maybelline New York The Blushed Nudes Eye Shadow Palette,i always adore the maybelline products once again i have fallen in love with maybelline maybelline blushed nudes eye palette is soo awesome and best product for beginners too the brush they gave with palette is so good using that brush we can easily blend the shadows totally impressed with this product thank you maybelline for your products in affordable prices,"['i', 'always', 'adore', 'the', 'maybelline', 'products', 'once', 'again', 'i', 'have', 'fallen', 'in', 'love', 'with', 'maybelline', 'maybelline', 'blushed', 'nudes', 'eye', 'palette', 'is', 'soo', 'awesome', 'and', 'best', 'product', 'for', 'beginners', 'too', 'the', 'brush', 'they', 'gave', 'with', 'palette', 'is', 'so', 'good', 'using', 'that', 'brush', 'we', 'can', 'easily', 'blend', 'the', 'shadows', 'totally', 'impressed', 'with', 'this', 'product', 'thank', 'you', 'maybelline', 'for', 'your', 'products', 'in', 'affordable', 'prices']","['always', 'adore', 'maybelline', 'products', 'fallen', 'love', 'maybelline', 'maybelline', 'blushed', 'nudes', 'eye', 'palette', 'soo', 'awesome', 'best', 'product', 'beginners', 'brush', 'gave', 'palette', 'good', 'using', 'brush', 'easily', 'blend', 'shadows', 'totally', 'impressed', 'product', 'thank', 'maybelline', 'products', 'affordable', 'prices']","['always', 'adore', 'maybelline', 'product', 'fallen', 'love', 'maybelline', 'maybelline', 'blushed', 'nude', 'eye', 'palette', 'soo', 'awesome', 'best', 'product', 'beginner', 'brush', 'gave', 'palette', 'good', 'using', 'brush', 'easily', 'blend', 'shadow', 'totally', 'impressed', 'product', 'thank', 'maybelline', 'product', 'affordable', 'price']",always adore maybelline product fallen love maybelline maybelline blushed nude eye palette soo awesome best product beginner brush gave palette good using brush easily blend shadow totally impressed product thank maybelline product affordable price
Best ever foundation..before that I used Maybelline with shade 220..this one is best ur face shimmers plz try .,5.0,Kay Beauty,Kay Beauty Hydrating Foundation,best ever foundation before that i used maybelline with shade this one is best ur face shimmers plz try,"['best', 'ever', 'foundation', 'before', 'that', 'i', 'used', 'maybelline', 'with', 'shade', 'this', 'one', 'is', 'best', 'ur', 'face', 'shimmers', 'plz', 'try']","['best', 'ever', 'foundation', 'used', 'maybelline', 'shade', 'one', 'best', 'ur', 'face', 'shimmers', 'plz', 'try']","['best', 'ever', 'foundation', 'used', 'maybelline', 'shade', 'one', 'best', 'ur', 'face', 'shimmer', 'plz', 'try']",best ever foundation used maybelline shade one best ur face shimmer plz try
